trade_date,stock_count
20080528,1418
20080529,1437
20080530,1429
20080602,1449
20080603,1450
20080604,1455
20080605,1450
20080606,1444
20080610,1454
20080611,1459
20080612,1448
20080613,1459
20080616,1446
20080617,1461
20080618,1452
20080619,1466
20080620,1446
20080623,1464
20080624,1479
20080625,1472
20080626,1454
20080627,1434
20080630,1424
20080701,1490
20080702,1494
20080703,1499
20080704,1502
20080707,1489
20080708,1497
20080709,1498
20080710,1498
20080711,1492
20080714,1491
20080715,1490
20080716,1495
20080717,1494
20080718,1498
20080721,1498
20080722,1505
20080723,1506
20080724,1505
20080725,1494
20080728,1497
20080729,1504
20080730,1503
20080731,1498
20080801,1507
20080804,1512
20080805,1507
20080806,1500
20080807,1507
20080808,1513
20080811,1508
20080812,1510
20080813,1515
20080814,1515
20080815,1495
20080818,1498
20080819,1515
20080820,1507
20080821,1512
20080822,1515
20080825,1513
20080826,1519
20080827,1514
20080828,1516
20080829,1522
20080901,1518
20080902,1521
20080903,1524
20080904,1524
20080905,1509
20080908,1516
20080909,1524
20080910,1522
20080911,1524
20080912,1510
20080916,1506
20080917,1519
20080918,1525
20080919,1518
20080922,1521
20080923,1524
20080924,1524
20080925,1515
20080926,1503
20081006,1510
20081007,1515
20081008,1513
20081009,1513
20081010,1505
20081013,1506
20081014,1520
20081015,1507
20081016,1526
20081017,1520
20081020,1524
20081021,1528
20081022,1519
20081023,1513
20081024,1523
20081027,1516
20081028,1526
20081029,1523
20081030,1520
20081031,1528
20081103,1524
20081104,1530
20081105,1522
20081106,1522
20081107,1520
20081110,1515
20081111,1515
20081112,1519
20081113,1518
20081114,1506
20081117,1498
20081118,1506
20081119,1515
20081120,1509
20081121,1505
20081124,1512
20081125,1509
20081126,1511
20081127,1508
20081128,1496
20081201,1507
20081202,1518
20081203,1508
20081204,1517
20081205,1514
20081208,1511
20081209,1516
20081210,1523
20081211,1514
20081212,1507
20081215,1510
20081216,1518
20081217,1528
20081218,1520
20081219,1522
20081222,1514
20081223,1529
20081224,1529
20081225,1517
20081226,1508
20081229,1476
20081230,1524
20081231,1523
20090105,1529
20090106,1536
20090107,1543
20090108,1541
20090109,1536
20090112,1532
20090113,1543
20090114,1536
20090115,1522
20090116,1532
20090119,1547
20090120,1538
20090121,1535
20090122,1538
20090123,1546
20090202,1549
20090203,1542
20090204,1542
20090205,1539
20090206,1536
20090209,1539
20090210,1536
20090211,1534
20090212,1534
20090213,1539
20090216,1538
20090217,1540
20090218,1535
20090219,1544
20090220,1537
20090223,1537
20090224,1544
20090225,1536
20090226,1532
20090227,1534
20090302,1538
20090303,1544
20090304,1549
20090305,1547
20090306,1533
20090309,1534
20090310,1535
20090311,1541
20090312,1536
20090313,1537
20090316,1530
20090317,1547
20090318,1528
20090319,1542
20090320,1523
20090323,1522
20090324,1534
20090325,1527
20090326,1526
20090327,1519
20090330,1518
20090331,1520
20090401,1531
20090402,1525
20090403,1529
20090407,1525
20090408,1520
20090409,1523
20090410,1495
20090413,1512
20090414,1520
20090415,1494
20090416,1500
20090417,1504
20090420,1480
20090421,1489
20090422,1497
20090423,1500
20090424,1493
20090427,1499
20090428,1472
20090429,1507
20090430,1503
20090504,1524
20090505,1508
20090506,1508
20090507,1512
20090508,1468
20090511,1489
20090512,1498
20090513,1504
20090514,1522
20090515,1440
20090518,1464
20090519,1486
20090520,1471
20090521,1499
20090522,1466
20090525,1505
20090526,1505
20090527,1516
20090601,1506
20090602,1521
20090603,1525
20090604,1525
20090605,1525
20090608,1527
20090609,1529
20090610,1523
20090611,1526
20090612,1515
20090615,1531
20090616,1527
20090617,1533
20090618,1517
20090619,1516
20090622,1515
20090623,1519
20090624,1524
20090625,1510
20090626,1478
20090629,1471
20090630,1489
20090701,1525
20090702,1524
20090703,1521
20090706,1514
20090707,1525
20090708,1515
20090709,1522
20090710,1523
20090713,1519
20090714,1529
20090715,1521
20090716,1513
20090717,1521
20090720,1510
20090721,1527
20090722,1529
20090723,1527
20090724,1527
20090727,1525
20090728,1534
20090729,1531
20090730,1530
20090731,1529
20090803,1536
20090804,1538
20090805,1532
20090806,1527
20090807,1527
20090810,1520
20090811,1532
20090812,1525
20090813,1532
20090814,1533
20090817,1523
20090818,1521
20090819,1533
20090820,1533
20090821,1535
20090824,1532
20090825,1532
20090826,1531
20090827,1542
20090828,1531
20090831,1529
20090901,1543
20090902,1546
20090903,1547
20090904,1539
20090907,1537
20090908,1531
20090909,1542
20090910,1541
20090911,1542
20090914,1533
20090915,1526
20090916,1549
20090917,1549
20090918,1537
20090921,1539
20090922,1547
20090923,1544
20090924,1547
20090925,1535
20090928,1544
20090929,1566
20090930,1561
20091009,1554
20091012,1548
20091013,1561
20091014,1563
20091015,1544
20091016,1556
20091019,1569
20091020,1565
20091021,1579
20091022,1574
20091023,1570
20091026,1564
20091027,1565
20091028,1566
20091029,1558
20091030,1588
20091102,1592
20091103,1600
20091104,1597
20091105,1581
20091106,1588
20091109,1583
20091110,1572
20091111,1587
20091112,1572
20091113,1574
20091116,1560
20091117,1587
20091118,1599
20091119,1599
20091120,1590
20091123,1597
20091124,1607
20091125,1606
20091126,1575
20091127,1589
20091130,1591
20091201,1603
20091202,1592
20091203,1609
20091204,1594
20091207,1600
20091208,1608
20091209,1610
20091210,1604
20091211,1608
20091214,1603
20091215,1606
20091216,1613
20091217,1608
20091218,1602
20091221,1594
20091222,1613
20091223,1614
20091224,1604
20091225,1602
20091228,1576
20091229,1601
20091230,1596
20091231,1604
20100104,1632
20100105,1630
20100106,1631
20100107,1629
20100108,1625
20100111,1629
20100112,1640
20100113,1645
20100114,1645
20100115,1616
20100118,1648
20100119,1641
20100120,1649
20100121,1660
20100122,1656
20100125,1648
20100126,1667
20100127,1669
20100128,1661
20100129,1664
20100201,1661
20100202,1673
20100203,1670
20100204,1683
20100205,1671
20100208,1665
20100209,1676
20100210,1687
20100211,1689
20100212,1704
20100222,1694
20100223,1686
20100224,1696
20100225,1678
20100226,1662
20100301,1685
20100302,1673
20100303,1686
20100304,1697
20100305,1692
20100308,1698
20100309,1708
20100310,1700
20100311,1709
20100312,1700
20100315,1698
20100316,1712
20100317,1705
20100318,1697
20100319,1701
20100322,1695
20100323,1712
20100324,1711
20100325,1701
20100326,1698
20100329,1700
20100330,1696
20100331,1693
20100401,1725
20100402,1709
20100406,1714
20100407,1718
20100408,1705
20100409,1698
20100412,1695
20100413,1720
20100414,1733
20100415,1698
20100416,1665
20100419,1704
20100420,1680
20100421,1718
20100422,1684
20100423,1687
20100426,1698
20100427,1711
20100428,1698
20100429,1719
20100430,1726
20100504,1749
20100505,1739
20100506,1733
20100507,1722
20100510,1716
20100511,1727
20100512,1724
20100513,1728
20100514,1723
20100517,1724
20100518,1679
20100519,1724
20100520,1712
20100521,1694
20100524,1740
20100525,1747
20100526,1738
20100527,1754
20100528,1726
20100531,1741
20100601,1773
20100602,1772
20100603,1761
20100604,1763
20100607,1772
20100608,1772
20100609,1779
20100610,1768
20100611,1771
20100617,1735
20100618,1743
20100621,1772
20100622,1769
20100623,1772
20100624,1795
20100625,1768
20100628,1747
20100629,1753
20100630,1769
20100701,1807
20100702,1807
20100705,1790
20100706,1799
20100707,1801
20100708,1805
20100709,1796
20100712,1798
20100713,1817
20100714,1816
20100715,1801
20100716,1801
20100719,1805
20100720,1814
20100721,1813
20100722,1811
20100723,1806
20100726,1800
20100727,1811
20100728,1797
20100729,1797
20100730,1811
20100802,1812
20100803,1823
20100804,1821
20100805,1813
20100806,1820
20100809,1814
20100810,1814
20100811,1816
20100812,1817
20100813,1807
20100816,1788
20100817,1824
20100818,1815
20100819,1820
20100820,1824
20100823,1812
20100824,1824
20100825,1820
20100826,1828
20100827,1807
20100830,1819
20100831,1841
20100901,1840
20100902,1844
20100903,1834
20100906,1838
20100907,1837
20100908,1838
20100909,1846
20100910,1832
20100913,1825
20100914,1848
20100915,1824
20100916,1837
20100917,1833
20100920,1836
20100921,1860
20100927,1829
20100928,1865
20100929,1869
20100930,1880
20101008,1876
20101011,1877
20101012,1871
20101013,1876
20101014,1879
20101015,1870
20101018,1875
20101019,1883
20101020,1885
20101021,1897
20101022,1888
20101025,1886
20101026,1888
20101027,1883
20101028,1889
20101029,1895
20101101,1892
20101102,1900
20101103,1899
20101104,1903
20101105,1897
20101108,1884
20101109,1899
20101110,1894
20101111,1893
20101112,1881
20101115,1897
20101116,1895
20101117,1907
20101118,1910
20101119,1915
20101122,1907
20101123,1912
20101124,1920
20101125,1916
20101126,1908
20101129,1908
20101130,1916
20101201,1926
20101202,1919
20101203,1908
20101206,1902
20101207,1933
20101208,1925
20101209,1929
20101210,1927
20101213,1922
20101214,1944
20101215,1913
20101216,1922
20101217,1924
20101220,1929
20101221,1935
20101222,1929
20101223,1934
20101224,1937
20101227,1919
20101228,1938
20101229,1933
20101230,1929
20101231,1955
20110104,1969
20110105,1957
20110106,1959
20110107,1963
20110110,1964
20110111,1974
20110112,1967
20110113,1974
20110114,1973
20110117,1971
20110118,1974
20110119,1981
20110120,1970
20110121,1974
20110124,1966
20110125,1985
20110126,1976
20110127,1978
20110128,1983
20110131,1981
20110201,2015
20110209,2011
20110210,2006
20110211,1991
20110214,1990
20110215,1993
20110216,1990
20110217,2006
20110218,1987
20110221,1993
20110222,1998
20110223,2001
20110224,2012
20110225,1995
20110228,1990
20110301,2012
20110302,2018
20110303,2022
20110304,2020
20110307,2008
20110308,2019
20110309,2022
20110310,2020
20110311,2015
20110314,2009
20110315,2016
20110316,2017
20110317,2022
20110318,1995
20110321,2001
20110322,2015
20110323,2023
20110324,2034
20110325,2014
20110328,2001
20110329,2025
20110330,2024
20110331,2020
20110401,2023
20110406,2007
20110407,2019
20110408,1976
20110411,2027
20110412,2011
20110413,2032
20110414,2041
20110415,1974
20110418,1991
20110419,2004
20110420,1990
20110421,2010
20110422,1975
20110425,2019
20110426,2027
20110427,2029
20110428,2017
20110429,2023
20110503,2056
20110504,2048
20110505,2035
20110506,2011
20110509,2023
20110510,1994
20110511,2046
20110512,2033
20110513,2012
20110516,2025
20110517,2040
20110518,1985
20110519,2046
20110520,1981
20110523,2053
20110524,2078
20110525,2060
20110526,2057
20110527,2049
20110530,2060
20110531,2077
20110601,2085
20110602,2087
20110603,2083
20110607,2084
20110608,2068
20110609,2081
20110610,2068
20110613,2089
20110614,2102
20110615,2090
20110616,2087
20110617,2094
20110620,2077
20110621,2089
20110622,2112
20110623,2100
20110624,2081
20110627,2093
20110628,2090
20110629,2067
20110630,2070
20110701,2108
20110704,2101
20110705,2108
20110706,2120
20110707,2119
20110708,2124
20110711,2113
20110712,2129
20110713,2127
20110714,2132
20110715,2122
20110718,2114
20110719,2137
20110720,2123
20110721,2123
20110722,2128
20110725,2128
20110726,2141
20110727,2125
20110728,2135
20110729,2124
20110801,2126
20110802,2138
20110803,2136
20110804,2146
20110805,2127
20110808,2127
20110809,2153
20110810,2151
20110811,2154
20110812,2138
20110815,2147
20110816,2150
20110817,2145
20110818,2143
20110819,2145
20110822,2150
20110823,2159
20110824,2157
20110825,2157
20110826,2158
20110829,2163
20110830,2168
20110831,2155
20110901,2168
20110902,2152
20110905,2149
20110906,2144
20110907,2167
20110908,2146
20110909,2149
20110913,2157
20110914,2164
20110915,2146
20110916,2140
20110919,2168
20110920,2176
20110921,2190
20110922,2180
20110923,2182
20110926,2171
20110927,2182
20110928,2187
20110929,2174
20110930,2175
20111010,2163
20111011,2185
20111012,2188
20111013,2188
20111014,2170
20111017,2165
20111018,2173
20111019,2191
20111020,2197
20111021,2196
20111024,2207
20111025,2198
20111026,2192
20111027,2190
20111028,2196
20111031,2194
20111101,2208
20111102,2204
20111103,2206
20111104,2203
20111107,2189
20111108,2191
20111109,2189
20111110,2182
20111111,2173
20111114,2175
20111115,2169
20111116,2201
20111117,2201
20111118,2187
20111121,2194
20111122,2202
20111123,2210
20111124,2207
20111125,2211
20111128,2193
20111129,2207
20111130,2199
20111201,2206
20111202,2212
20111205,2208
20111206,2216
20111207,2217
20111208,2217
20111209,2213
20111212,2217
20111213,2226
20111214,2226
20111215,2209
20111216,2203
20111219,2208
20111220,2212
20111221,2209
20111222,2212
20111223,2213
20111226,2197
20111227,2221
20111228,2199
20111229,2198
20111230,2211
20120104,2227
20120105,2219
20120106,2236
20120109,2229
20120110,2239
20120111,2238
20120112,2224
20120113,2218
20120116,2180
20120117,2231
20120118,2243
20120119,2249
20120120,2240
20120130,2245
20120131,2241
20120201,2246
20120202,2239
20120203,2227
20120206,2234
20120207,2231
20120208,2223
20120209,2231
20120210,2232
20120213,2246
20120214,2245
20120215,2239
20120216,2244
20120217,2241
20120220,2236
20120221,2249
20120222,2248
20120223,2244
20120224,2242
20120227,2235
20120228,2239
20120229,2246
20120301,2255
20120302,2248
20120305,2246
20120306,2245
20120307,2248
20120308,2254
20120309,2232
20120312,2246
20120313,2256
20120314,2263
20120315,2246
20120316,2240
20120319,2257
20120320,2243
20120321,2247
20120322,2260
20120323,2249
20120326,2251
20120327,2265
20120328,2259
20120329,2262
20120330,2241
20120405,2251
20120406,2242
20120409,2254
20120410,2244
20120411,2267
20120412,2248
20120413,2255
20120416,2248
20120417,2245
20120418,2224
20120419,2228
20120420,2170
20120423,2222
20120424,2267
20120425,2248
20120426,2236
20120427,2215
20120502,2268
20120503,2268
20120504,2277
20120507,2271
20120508,2240
20120509,2268
20120510,2233
20120511,2231
20120514,2277
20120515,2249
20120516,2233
20120517,2263
20120518,2204
20120521,2272
20120522,2275
20120523,2287
20120524,2301
20120525,2253
20120528,2296
20120529,2289
20120530,2299
20120531,2305
20120601,2314
20120604,2311
20120605,2314
20120606,2300
20120607,2318
20120608,2293
20120611,2315
20120612,2328
20120613,2347
20120614,2342
20120615,2310
20120618,2311
20120619,2339
20120620,2323
20120621,2320
20120625,2300
20120626,2320
20120627,2329
20120628,2295
20120629,2301
20120702,2351
20120703,2360
20120704,2352
20120705,2348
20120706,2348
20120709,2363
20120710,2365
20120711,2370
20120712,2369
20120713,2371
20120716,2367
20120717,2371
20120718,2368
20120719,2367
20120720,2368
20120723,2367
20120724,2367
20120725,2374
20120726,2380
20120727,2378
20120730,2379
20120731,2383
20120801,2386
20120802,2381
20120803,2389
20120806,2383
20120807,2384
20120808,2387
20120809,2388
20120810,2390
20120813,2388
20120814,2387
20120815,2391
20120816,2391
20120817,2394
20120820,2391
20120821,2389
20120822,2387
20120823,2383
20120824,2388
20120827,2379
20120828,2377
20120829,2384
20120830,2385
20120831,2384
20120903,2387
20120904,2396
20120905,2401
20120906,2400
20120907,2397
20120910,2399
20120911,2398
20120912,2404
20120913,2406
20120914,2397
20120917,2398
20120918,2401
20120919,2400
20120920,2402
20120921,2407
20120924,2400
20120925,2399
20120926,2397
20120927,2404
20120928,2403
20121008,2399
20121009,2403
20121010,2406
20121011,2407
20121012,2407
20121015,2402
20121016,2406
20121017,2408
20121018,2410
20121019,2414
20121022,2414
20121023,2418
20121024,2415
20121025,2414
20121026,2417
20121029,2418
20121030,2417
20121031,2416
20121101,2417
20121102,2420
20121105,2416
20121106,2416
20121107,2416
20121108,2420
20121109,2420
20121112,2417
20121113,2420
20121114,2419
20121115,2421
20121116,2419
20121119,2418
20121120,2416
20121121,2418
20121122,2415
20121123,2411
20121126,2411
20121127,2410
20121128,2412
20121129,2412
20121130,2405
20121203,2402
20121204,2403
20121205,2401
20121206,2407
20121207,2401
20121210,2396
20121211,2403
20121212,2401
20121213,2398
20121214,2402
20121217,2399
20121218,2399
20121219,2402
20121220,2406
20121221,2407
20121224,2401
20121225,2399
20121226,2397
20121227,2399
20121228,2397
20121231,2401
20130104,2405
20130107,2396
20130108,2391
20130109,2395
20130110,2386
20130111,2387
20130114,2393
20130115,2390
20130116,2390
20130117,2390
20130118,2395
20130121,2396
20130122,2402
20130123,2400
20130124,2400
20130125,2395
20130128,2390
20130129,2390
20130130,2396
20130131,2402
20130201,2402
20130204,2403
20130205,2407
20130206,2406
20130207,2406
20130208,2420
20130218,2418
20130219,2413
20130220,2414
20130221,2415
20130222,2412
20130225,2409
20130226,2410
20130227,2410
20130228,2408
20130301,2404
20130304,2396
20130305,2399
20130306,2399
20130307,2398
20130308,2401
20130311,2403
20130312,2403
20130313,2402
20130314,2404
20130315,2403
20130318,2400
20130319,2407
20130320,2406
20130321,2407
20130322,2407
20130325,2394
20130326,2396
20130327,2398
20130328,2394
20130329,2391
20130401,2399
20130402,2394
20130403,2394
20130408,2389
20130409,2393
20130410,2392
20130411,2393
20130412,2393
20130415,2393
20130416,2396
20130417,2391
20130418,2387
20130419,2388
20130422,2388
20130423,2387
20130424,2386
20130425,2388
20130426,2382
20130502,2381
20130503,2396
20130506,2394
20130507,2397
20130508,2393
20130509,2397
20130510,2397
20130513,2387
20130514,2390
20130515,2391
20130516,2388
20130517,2385
20130520,2378
20130521,2384
20130522,2386
20130523,2387
20130524,2383
20130527,2377
20130528,2377
20130529,2380
20130530,2381
20130531,2380
20130603,2377
20130604,2382
20130605,2381
20130606,2383
20130607,2376
20130613,2366
20130614,2371
20130617,2362
20130618,2364
20130619,2366
20130620,2360
20130621,2364
20130624,2363
20130625,2363
20130626,2362
20130627,2366
20130628,2370
20130701,2373
20130702,2373
20130703,2376
20130704,2369
20130705,2369
20130708,2364
20130709,2363
20130710,2365
20130711,2369
20130712,2368
20130715,2363
20130716,2362
20130717,2363
20130718,2359
20130719,2365
20130722,2355
20130723,2356
20130724,2356
20130725,2359
20130726,2357
20130729,2356
20130730,2358
20130731,2361
20130801,2360
20130802,2366
20130805,2360
20130806,2358
20130807,2351
20130808,2349
20130809,2354
20130812,2349
20130813,2348
20130814,2351
20130815,2349
20130816,2350
20130819,2347
20130820,2355
20130821,2358
20130822,2355
20130823,2358
20130826,2360
20130827,2357
20130828,2355
20130829,2357
20130830,2361
20130902,2356
20130903,2362
20130904,2363
20130905,2366
20130906,2365
20130909,2360
20130910,2360
20130911,2359
20130912,2356
20130913,2354
20130916,2354
20130917,2356
20130918,2356
20130923,2353
20130924,2357
20130925,2353
20130926,2354
20130927,2360
20130930,2365
20131008,2367
20131009,2363
20131010,2366
20131011,2367
20131014,2360
20131015,2358
20131016,2355
20131017,2357
20131018,2361
20131021,2357
20131022,2357
20131023,2361
20131024,2365
20131025,2351
20131028,2355
20131029,2358
20131030,2361
20131031,2352
20131101,2353
20131104,2347
20131105,2352
20131106,2353
20131107,2354
20131108,2359
20131111,2352
20131112,2359
20131113,2357
20131114,2352
20131115,2353
20131118,2346
20131119,2348
20131120,2347
20131121,2345
20131122,2340
20131125,2340
20131126,2342
20131127,2341
20131128,2338
20131129,2339
20131202,2339
20131203,2344
20131204,2345
20131205,2345
20131206,2346
20131209,2341
20131210,2345
20131211,2349
20131212,2344
20131213,2345
20131216,2345
20131217,2344
20131218,2339
20131219,2341
20131220,2346
20131223,2343
20131224,2349
20131225,2349
20131226,2352
20131227,2351
20131230,2352
20131231,2351
20140102,2353
20140103,2344
20140106,2345
20140107,2350
20140108,2346
20140109,2347
20140110,2342
20140113,2341
20140114,2341
20140115,2342
20140116,2337
20140117,2341
20140120,2344
20140121,2357
20140122,2361
20140123,2371
20140124,2374
20140127,2380
20140128,2390
20140129,2393
20140130,2398
20140207,2395
20140210,2388
20140211,2386
20140212,2389
20140213,2381
20140214,2374
20140217,2371
20140218,2371
20140219,2376
20140220,2368
20140221,2374
20140224,2375
20140225,2376
20140226,2370
20140227,2375
20140228,2381
20140303,2378
20140304,2384
20140305,2386
20140306,2377
20140307,2378
20140310,2381
20140311,2378
20140312,2375
20140313,2370
20140314,2369
20140317,2368
20140318,2370
20140319,2368
20140320,2371
20140321,2368
20140324,2354
20140325,2357
20140326,2356
20140327,2353
20140328,2355
20140331,2342
20140401,2342
20140402,2340
20140403,2345
20140404,2349
20140408,2343
20140409,2341
20140410,2338
20140411,2331
20140414,2327
20140415,2324
20140416,2321
20140417,2324
20140418,2326
20140421,2319
20140422,2321
20140423,2327
20140424,2325
20140425,2321
20140428,2307
20140429,2313
20140430,2317
20140505,2310
20140506,2312
20140507,2317
20140508,2311
20140509,2309
20140512,2307
20140513,2311
20140514,2315
20140515,2317
20140516,2315
20140519,2314
20140520,2318
20140521,2314
20140522,2319
20140523,2317
20140526,2311
20140527,2314
20140528,2312
20140529,2311
20140530,2310
20140603,2309
20140604,2314
20140605,2305
20140606,2305
20140609,2303
20140610,2309
20140611,2306
20140612,2301
20140613,2296
20140616,2298
20140617,2309
20140618,2306
20140619,2306
20140620,2312
20140623,2306
20140624,2311
20140625,2301
20140626,2302
20140627,2305
20140630,2300
20140701,2308
20140702,2316
20140703,2308
20140704,2302
20140707,2304
20140708,2304
20140709,2304
20140710,2303
20140711,2299
20140714,2297
20140715,2301
20140716,2302
20140717,2296
20140718,2300
20140721,2291
20140722,2292
20140723,2301
20140724,2302
20140725,2306
20140728,2306
20140729,2308
20140730,2308
20140731,2317
20140801,2319
20140804,2318
20140805,2321
20140806,2318
20140807,2320
20140808,2323
20140811,2321
20140812,2316
20140813,2313
20140814,2313
20140815,2316
20140818,2305
20140819,2313
20140820,2314
20140821,2321
20140822,2322
20140825,2316
20140826,2312
20140827,2313
20140828,2306
20140829,2310
20140901,2306
20140902,2311
20140903,2314
20140904,2309
20140905,2323
20140909,2312
20140910,2317
20140911,2309
20140912,2318
20140915,2313
20140916,2312
20140917,2317
20140918,2315
20140919,2315
20140922,2304
20140923,2306
20140924,2308
20140925,2313
20140926,2322
20140929,2312
20140930,2332
20141008,2317
20141009,2323
20141010,2321
20141013,2306
20141014,2310
20141015,2313
20141016,2316
20141017,2320
20141020,2325
20141021,2323
20141022,2328
20141023,2318
20141024,2320
20141027,2318
20141028,2323
20141029,2314
20141030,2322
20141031,2327
20141103,2325
20141104,2331
20141105,2338
20141106,2338
20141107,2344
20141110,2336
20141111,2339
20141112,2341
20141113,2339
20141114,2342
20141117,2327
20141118,2332
20141119,2327
20141120,2310
20141121,2312
20141124,2308
20141125,2309
20141126,2311
20141127,2302
20141128,2307
20141201,2294
20141202,2306
20141203,2317
20141204,2313
20141205,2321
20141208,2309
20141209,2314
20141210,2320
20141211,2320
20141212,2326
20141215,2331
20141216,2339
20141217,2339
20141218,2328
20141219,2324
20141222,2324
20141223,2327
20141224,2322
20141225,2325
20141226,2325
20141229,2321
20141230,2340
20141231,2344
20150105,2341
20150106,2340
20150107,2345
20150108,2342
20150109,2341
20150112,2337
20150113,2334
20150114,2333
20150115,2326
20150116,2335
20150119,2325
20150120,2325
20150121,2327
20150122,2332
20150123,2334
20150126,2336
20150127,2341
20150128,2350
20150129,2354
20150130,2354
20150202,2346
20150203,2352
20150204,2351
20150205,2348
20150206,2346
20150209,2345
20150210,2346
20150211,2354
20150212,2357
20150213,2358
20150216,2364
20150217,2393
20150225,2385
20150226,2385
20150227,2386
20150302,2377
20150303,2376
20150304,2376
20150305,2368
20150306,2368
20150309,2362
20150310,2365
20150311,2369
20150312,2366
20150313,2357
20150316,2349
20150317,2348
20150318,2354
20150319,2349
20150320,2357
20150323,2345
20150324,2352
20150325,2349
20150326,2342
20150327,2344
20150330,2327
20150331,2340
20150401,2340
20150402,2334
20150403,2345
20150407,2330
20150408,2331
20150409,2322
20150410,2325
20150413,2324
20150414,2329
20150415,2314
20150416,2313
20150417,2320
20150420,2320
20150421,2329
20150422,2342
20150423,2351
20150424,2358
20150427,2362
20150428,2369
20150429,2373
20150430,2366
20150504,2358
20150505,2348
20150506,2350
20150507,2351
20150508,2348
20150511,2360
20150512,2367
20150513,2358
20150514,2358
20150515,2369
20150518,2358
20150519,2358
20150520,2362
20150521,2360
20150522,2350
20150525,2328
20150526,2336
20150527,2342
20150528,2336
20150529,2335
20150601,2319
20150602,2316
20150603,2314
20150604,2321
20150605,2316
20150608,2300
20150609,2305
20150610,2311
20150611,2320
20150612,2325
20150615,2315
20150616,2325
20150617,2327
20150618,2323
20150619,2328
20150623,2333
20150624,2347
20150625,2348
20150626,2361
20150629,2349
20150630,2336
20150701,2343
20150702,2321
20150703,2270
20150706,2217
20150707,2018
20150708,1466
20150709,1340
20150710,1396
20150713,1750
20150714,2000
20150715,2096
20150716,2112
20150717,2150
20150720,2218
20150721,2242
20150722,2257
20150723,2255
20150724,2260
20150727,2252
20150728,2256
20150729,2264
20150730,2269
20150731,2277
20150803,2269
20150804,2266
20150805,2271
20150806,2269
20150807,2271
20150810,2268
20150811,2276
20150812,2277
20150813,2280
20150814,2293
20150817,2293
20150818,2293
20150819,2298
20150820,2302
20150821,2305
20150824,2301
20150825,2298
20150826,2286
20150827,2267
20150828,2276
20150831,2282
20150901,2283
20150902,2288
20150907,2279
20150908,2299
20150909,2306
20150910,2312
20150911,2318
20150914,2316
20150915,2321
20150916,2326
20150917,2325
20150918,2329
20150921,2332
20150922,2341
20150923,2327
20150924,2332
20150925,2342
20150928,2339
20150929,2341
20150930,2350
20151008,2345
20151009,2354
20151012,2351
20151013,2349
20151014,2353
20151015,2336
20151016,2335
20151019,2322
20151020,2324
20151021,2328
20151022,2342
20151023,2352
20151026,2363
20151027,2360
20151028,2370
20151029,2381
20151030,2386
20151102,2383
20151103,2387
20151104,2395
20151105,2400
20151106,2396
20151109,2409
20151110,2418
20151111,2418
20151112,2429
20151113,2434
20151116,2431
20151117,2434
20151118,2443
20151119,2443
20151120,2443
20151123,2449
20151124,2455
20151125,2463
20151126,2463
20151127,2463
20151130,2473
20151201,2474
20151202,2477
20151203,2477
20151204,2481
20151207,2486
20151208,2498
20151209,2504
20151210,2509
20151211,2506
20151214,2511
20151215,2517
20151216,2518
20151217,2512
20151218,2513
20151221,2513
20151222,2520
20151223,2526
20151224,2519
20151225,2533
20151228,2536
20151229,2533
20151230,2527
20151231,2544
20160104,2548
20160105,2552
20160106,2555
20160107,2555
20160108,2547
20160111,2545
20160112,2553
20160113,2553
20160114,2557
20160115,2561
20160118,2546
20160119,2556
20160120,2563
20160121,2560
20160122,2561
20160125,2565
20160126,2562
20160127,2560
20160128,2562
20160129,2557
20160201,2554
20160202,2554
20160203,2555
20160204,2553
20160205,2558
20160215,2560
20160216,2562
20160217,2566
20160218,2569
20160219,2565
20160222,2553
20160223,2553
20160224,2546
20160225,2541
20160226,2541
20160229,2537
20160301,2542
20160302,2545
20160303,2542
20160304,2544
20160307,2540
20160308,2541
20160309,2544
20160310,2553
20160311,2560
20160314,2558
20160315,2560
20160316,2565
20160317,2562
20160318,2557
20160321,2549
20160322,2549
20160323,2551
20160324,2539
20160325,2540
20160328,2531
20160329,2532
20160330,2527
20160331,2535
20160401,2525
20160405,2518
20160406,2513
20160407,2515
20160408,2520
20160411,2509
20160412,2515
20160413,2517
20160414,2521
20160415,2514
20160418,2516
20160419,2522
20160420,2516
20160421,2520
20160422,2520
20160425,2521
20160426,2519
20160427,2528
20160428,2528
20160429,2528
20160503,2537
20160504,2546
20160505,2544
20160506,2547
20160509,2545
20160510,2546
20160511,2549
20160512,2544
20160513,2541
20160516,2545
20160517,2548
20160518,2548
20160519,2545
20160520,2548
20160523,2543
20160524,2547
20160525,2549
20160526,2552
20160527,2551
20160530,2556
20160531,2555
20160601,2552
20160602,2553
20160603,2559
20160606,2557
20160607,2569
20160608,2571
20160613,2566
20160614,2567
20160615,2574
20160616,2572
20160617,2569
20160620,2565
20160621,2568
20160622,2576
20160623,2578
20160624,2583
20160627,2578
20160628,2583
20160629,2584
20160630,2584
20160701,2592
20160704,2592
20160705,2602
20160706,2604
20160707,2605
20160708,2605
20160711,2602
20160712,2611
20160713,2606
20160714,2610
20160715,2613
20160718,2617
20160719,2620
20160720,2619
20160721,2620
20160722,2622
20160725,2622
20160726,2632
20160727,2637
20160728,2643
20160729,2644
20160801,2647
20160802,2656
20160803,2653
20160804,2653
20160805,2656
20160808,2662
20160809,2668
20160810,2672
